"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,2317,189
2,118,5192,484
3,111,6420,692
4,154,6563,793
5,97,5847,865
6,76,4946,778
7,96,3939,696
8,80,3430,594
9,55,2674,491
10,62,2214,428
11,57,1812,343
12,38,1517,290
13,24,1140,272
14,29,976,208
15,24,883,171
16,22,685,130
17,23,560,136
18,17,516,100
19,8,447,99
20,9,356,78
21,13,282,62
22,21,302,67
23,12,276,47
24,6,227,49
25,7,172,41
26,4,149,33
27,4,164,26
28,9,165,33
29,5,121,21
30,6,125,18
31,5,92,19
32,6,92,14
33,1,90,19
34,4,75,18
35,0,72,14
36,3,62,13
37,2,63,6
38,1,50,6
39,1,37,8
40,1,58,10
41,2,39,6
42,1,41,2
43,2,34,3
44,0,42,5
45,2,35,6
46,4,34,3
47,0,26,10
48,0,20,2
49,0,29,2
50,2,22,3
51,0,22,1
52,1,11,0
53,0,15,3
54,0,22,2
55,2,14,2
56,1,12,1
57,1,11,1
58,2,12,1
59,0,12,1
60,1,6,1
