"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4062,276
2,32,9106,710
3,56,10377,967
4,55,9994,1101
5,70,8691,1212
6,48,7218,1086
7,24,5798,941
8,43,5073,849
9,37,4063,720
10,44,3306,607
11,31,2832,523
12,45,2314,417
13,18,1824,400
14,25,1602,330
15,21,1532,267
16,23,1215,224
17,19,985,201
18,20,877,145
19,28,777,156
20,15,649,119
21,18,576,109
22,12,545,108
23,18,498,81
24,11,416,80
25,21,361,76
26,9,322,49
27,4,293,49
28,5,294,51
29,7,261,33
30,17,231,30
31,10,197,31
32,11,193,28
33,6,162,30
34,6,150,32
35,6,141,24
36,5,142,18
37,7,146,14
38,3,100,14
39,6,82,15
40,6,93,14
41,3,71,10
42,2,75,7
43,3,74,11
44,2,75,7
45,4,73,10
46,1,54,4
47,0,49,14
48,1,41,8
49,1,53,6
50,0,44,4
51,1,46,1
52,3,25,0
53,2,34,4
54,2,36,3
55,2,30,5
56,0,26,3
57,1,23,2
58,0,29,3
59,3,22,2
60,1,17,2
