"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,17,3344,231
2,85,7391,625
3,131,8629,888
4,103,8521,1022
5,98,7505,1131
6,37,6206,1009
7,53,5074,876
8,55,4356,785
9,35,3475,656
10,44,2824,552
11,45,2391,468
12,42,1957,381
13,25,1520,357
14,19,1314,276
15,24,1229,228
16,24,947,190
17,21,769,178
18,16,688,133
19,17,603,136
20,13,486,98
21,9,431,95
22,23,432,94
23,22,374,65
24,6,326,68
25,13,258,65
26,10,237,40
27,7,224,36
28,7,229,44
29,10,186,30
30,11,174,25
31,3,143,26
32,11,136,23
33,7,110,25
34,7,114,25
35,3,97,23
36,8,98,17
37,8,102,10
38,6,82,10
39,3,56,12
40,5,73,11
41,2,48,9
42,3,62,5
43,5,56,8
44,2,59,5
45,6,45,6
46,3,43,4
47,5,42,14
48,3,30,7
49,4,37,4
50,4,37,4
51,5,37,1
52,4,15,0
53,3,25,4
54,3,28,2
55,2,21,4
56,1,21,1
57,1,16,1
58,0,20,2
59,7,14,1
60,6,14,1
