"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,3743,257
2,64,8367,678
3,85,9594,931
4,58,9303,1059
5,39,8151,1173
6,63,6767,1061
7,61,5454,906
8,62,4717,820
9,67,3777,692
10,55,3082,576
11,31,2603,499
12,23,2126,401
13,40,1655,377
14,29,1452,307
15,33,1374,254
16,36,1072,201
17,50,877,192
18,21,782,140
19,27,692,142
20,30,557,110
21,23,505,102
22,32,497,102
23,24,435,74
24,33,368,72
25,14,301,71
26,13,275,43
27,15,255,43
28,22,258,47
29,18,223,32
30,13,197,28
31,17,162,30
32,12,158,25
33,8,124,25
34,17,131,25
35,15,115,22
36,9,117,18
37,8,114,14
38,6,86,13
39,6,66,15
40,5,81,11
41,6,55,11
42,5,65,5
43,8,61,9
44,5,68,7
45,4,55,9
46,4,44,4
47,7,47,13
48,5,33,8
49,3,39,5
50,3,39,4
51,6,38,1
52,1,20,0
53,3,28,4
54,3,33,3
55,3,24,5
56,2,21,2
57,1,19,2
58,2,21,2
59,1,24,1
60,1,13,1
