"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,4445,301
2,30,10028,768
3,33,11374,1010
4,24,10835,1146
5,25,9405,1253
6,33,7735,1125
7,26,6276,980
8,24,5505,886
9,20,4435,755
10,11,3613,642
11,16,3099,559
12,16,2552,453
13,16,2028,421
14,10,1807,351
15,8,1751,283
16,13,1406,241
17,11,1151,219
18,7,999,159
19,7,916,171
20,1,760,130
21,4,664,121
22,5,634,118
23,8,571,92
24,10,481,85
25,1,425,88
26,3,393,55
27,11,341,55
28,4,340,60
29,3,300,34
30,7,264,35
31,7,227,33
32,7,240,35
33,7,199,35
34,3,181,38
35,7,166,26
36,7,170,22
37,8,164,15
38,4,122,15
39,5,93,16
40,4,109,15
41,3,83,12
42,0,92,10
43,5,90,12
44,4,98,8
45,2,81,12
46,5,63,5
47,4,52,14
48,2,50,9
49,0,62,7
50,1,56,4
51,5,52,1
52,1,34,0
53,3,43,5
54,6,43,3
55,0,37,5
56,4,31,5
57,1,28,3
58,3,33,5
59,3,28,2
60,2,22,2
