"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,18,3487,237
2,163,7715,644
3,147,8926,896
4,115,8741,1030
5,125,7666,1141
6,127,6340,1017
7,92,5157,890
8,84,4441,793
9,93,3550,661
10,69,2873,558
11,30,2436,474
12,48,1991,388
13,38,1550,362
14,38,1341,283
15,35,1255,234
16,39,969,197
17,19,791,185
18,21,706,135
19,25,613,136
20,15,496,102
21,17,443,97
22,19,444,97
23,15,387,67
24,14,337,69
25,9,272,67
26,13,244,41
27,10,235,37
28,13,237,44
29,4,192,31
30,8,183,27
31,6,150,29
32,4,145,23
33,11,115,25
34,9,118,25
35,3,98,23
36,8,104,17
37,8,103,11
38,4,81,11
39,5,57,14
40,5,77,11
41,6,49,10
42,2,61,5
43,7,56,8
44,3,66,5
45,3,47,6
46,3,44,4
47,6,39,14
48,6,29,8
49,2,36,5
50,4,38,4
51,4,32,1
52,1,17,0
53,2,26,4
54,1,28,2
55,0,20,4
56,3,19,2
57,1,18,1
58,3,21,2
59,4,18,1
60,2,13,1
