"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,2319,190
2,138,5200,488
3,148,6443,693
4,101,6577,795
5,124,5859,869
6,81,4959,781
7,65,3953,698
8,81,3437,595
9,69,2679,491
10,49,2224,429
11,55,1813,343
12,53,1519,292
13,32,1147,272
14,20,975,209
15,20,885,171
16,20,686,130
17,24,562,136
18,21,517,100
19,14,449,99
20,8,358,78
21,8,285,64
22,11,304,67
23,14,277,47
24,11,227,49
25,6,171,41
26,10,150,33
27,4,163,26
28,3,166,33
29,8,122,22
30,2,124,18
31,9,94,19
32,3,92,14
33,7,92,19
34,1,74,18
35,4,72,14
36,0,63,13
37,3,63,6
38,2,49,6
39,1,38,8
40,1,56,10
41,1,41,6
42,1,41,2
43,1,34,3
44,2,42,5
45,0,35,6
46,2,33,3
47,5,26,10
48,0,21,2
49,0,29,2
50,0,22,3
51,2,22,1
52,0,10,0
53,1,16,3
54,0,22,2
55,0,15,2
56,1,12,1
57,1,10,1
58,1,13,1
59,2,12,1
60,0,6,1
