"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,1,222
2,57,2801,584
3,81,6273,835
4,82,7718,991
5,45,7862,1086
6,49,6963,964
7,34,5793,842
8,28,4696,752
9,33,4093,621
10,24,3258,515
11,25,2666,442
12,23,2232,368
13,21,1838,341
14,16,1425,262
15,7,1216,221
16,19,1132,175
17,8,861,170
18,16,709,126
19,12,628,132
20,12,551,93
21,9,452,86
22,2,390,89
23,13,382,62
24,5,347,63
25,6,284,61
26,9,233,39
27,5,211,33
28,3,204,41
29,8,208,27
30,4,168,24
31,1,160,24
32,5,134,20
33,4,124,23
34,6,107,22
35,2,105,19
36,2,88,16
37,5,87,8
38,4,81,9
39,4,69,11
40,4,51,11
41,6,68,8
42,1,41,4
43,4,51,5
44,3,48,6
45,3,51,6
46,2,40,3
47,3,40,12
48,2,36,4
49,3,25,3
50,2,31,4
51,3,33,1
52,2,28,0
53,2,14,3
54,7,23,2
55,8,26,3
56,4,19,1
57,3,18,1
58,2,15,2
59,3,16,1
60,2,14,1
NA,NA,9,NA
