"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,13,2686,218
2,98,6025,570
3,116,7513,826
4,68,7671,978
5,61,6790,1075
6,75,5683,948
7,64,4592,826
8,55,3991,740
9,46,3170,610
10,56,2600,506
11,18,2180,427
12,28,1795,358
13,34,1391,332
14,16,1186,257
15,13,1098,214
16,21,836,169
17,24,678,164
18,13,612,122
19,10,524,130
20,19,433,93
21,17,379,83
22,13,373,83
23,16,332,62
24,19,273,60
25,2,220,58
26,12,196,37
27,9,198,33
28,12,201,40
29,5,158,27
30,9,151,22
31,6,118,24
32,5,116,20
33,3,104,23
34,4,97,21
35,6,81,17
36,6,79,16
37,10,79,8
38,10,61,9
39,5,48,11
40,4,66,11
41,2,41,7
42,4,49,4
43,4,46,5
44,2,51,6
45,5,40,6
46,0,39,3
47,3,34,10
48,8,22,3
49,4,31,3
50,3,31,3
51,3,27,1
52,1,13,0
53,5,21,3
54,1,24,2
55,1,18,3
56,2,18,1
57,5,14,1
58,1,15,1
59,2,14,1
60,2,9,1
