"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,29,2439,200
2,153,5545,519
3,150,6792,733
4,234,6940,856
5,176,6146,952
6,166,5182,844
7,153,4126,741
8,137,3585,642
9,95,2816,536
10,72,2342,457
11,74,1916,375
12,75,1596,316
13,44,1203,291
14,63,1044,222
15,49,947,182
16,35,724,142
17,21,585,143
18,35,540,107
19,22,463,108
20,25,373,83
21,15,305,71
22,26,323,74
23,13,291,54
24,14,242,54
25,12,186,44
26,13,155,35
27,10,177,26
28,11,169,37
29,9,132,23
30,9,127,19
31,6,96,22
32,5,95,15
33,3,91,21
34,4,79,18
35,6,76,16
36,5,66,15
37,3,66,7
38,4,52,7
39,8,39,8
40,5,61,10
41,2,40,7
42,4,41,3
43,5,36,3
44,2,42,5
45,1,36,6
46,6,35,3
47,1,28,10
48,1,21,2
49,2,31,2
50,1,27,3
51,2,23,1
52,1,10,0
53,3,18,3
54,3,22,2
55,1,16,2
56,1,14,1
57,0,10,1
58,1,14,1
59,1,12,1
60,0,7,1
