"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4123,279
2,27,9257,717
3,39,10523,974
4,39,10145,1111
5,20,8811,1219
6,20,7308,1089
7,24,5875,951
8,27,5150,857
9,21,4136,729
10,24,3356,613
11,26,2863,527
12,16,2353,427
13,12,1855,408
14,13,1629,337
15,23,1573,269
16,10,1254,228
17,17,1004,204
18,18,899,150
19,13,812,160
20,14,676,120
21,5,596,109
22,4,562,110
23,7,513,83
24,10,433,80
25,12,381,79
26,5,338,50
27,7,309,49
28,13,303,53
29,8,269,34
30,4,237,32
31,7,200,32
32,10,204,29
33,11,169,31
34,5,158,33
35,7,143,24
36,6,151,19
37,6,151,14
38,10,107,15
39,12,85,15
40,6,96,14
41,5,70,10
42,5,80,7
43,4,76,10
44,5,80,8
45,6,78,10
46,2,55,4
47,2,51,14
48,3,42,8
49,2,54,7
50,11,47,4
51,5,49,1
52,3,26,0
53,3,34,4
54,4,38,3
55,3,29,5
56,3,28,3
57,3,26,2
58,1,28,4
59,2,26,2
60,3,17,2
