"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2153,178
2,31,4813,466
3,44,5958,657
4,36,6121,739
5,30,5468,826
6,34,4625,738
7,28,3688,654
8,14,3198,546
9,8,2494,461
10,15,2067,405
11,9,1692,316
12,15,1423,264
13,11,1072,254
14,10,921,191
15,11,818,155
16,7,653,123
17,5,534,126
18,7,478,95
19,4,419,93
20,2,332,77
21,5,263,57
22,4,279,61
23,2,261,44
24,4,214,41
25,4,155,36
26,0,135,33
27,1,148,24
28,1,153,32
29,3,115,21
30,1,118,17
31,0,81,19
32,1,86,14
33,1,80,17
34,1,69,17
35,4,68,14
36,3,58,12
37,1,58,6
38,0,45,6
39,3,36,7
40,1,53,9
41,4,37,6
42,2,40,2
43,2,32,3
44,0,39,4
45,0,33,6
46,0,31,3
47,2,23,9
48,0,18,2
49,0,29,2
50,0,20,3
51,0,23,1
52,0,10,0
53,0,14,3
54,0,21,2
55,1,13,2
56,0,12,1
57,0,9,1
58,0,11,0
59,1,10,1
60,0,6,1
