"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2728,220
2,90,6086,575
3,73,7586,830
4,64,7753,984
5,107,6853,1079
6,59,5718,956
7,56,4636,832
8,49,4024,747
9,52,3205,614
10,29,2623,511
11,23,2205,431
12,37,1817,364
13,24,1398,336
14,26,1193,260
15,24,1113,216
16,25,845,169
17,8,688,168
18,11,615,123
19,14,531,130
20,12,436,93
21,7,386,84
22,10,374,83
23,12,339,62
24,5,280,62
25,4,225,59
26,15,200,38
27,11,200,33
28,7,208,41
29,7,161,27
30,11,153,23
31,3,125,24
32,8,118,20
33,5,105,23
34,7,99,22
35,2,82,17
36,7,81,16
37,3,79,8
38,4,65,9
39,4,49,11
40,4,67,11
41,4,41,7
42,4,49,4
43,8,47,5
44,10,52,6
45,4,39,6
46,4,39,3
47,3,35,11
48,4,22,3
49,3,31,3
50,1,30,4
51,3,28,1
52,0,14,0
53,3,21,3
54,7,24,2
55,3,18,3
56,3,19,1
57,3,14,1
58,1,15,1
59,5,14,1
60,1,9,1
