"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,2230,184
2,53,4982,472
3,42,6159,667
4,38,6346,755
5,37,5625,840
6,22,4778,757
7,21,3806,662
8,24,3309,565
9,10,2580,471
10,12,2139,408
11,11,1748,327
12,15,1472,276
13,6,1108,260
14,3,940,199
15,5,855,165
16,5,664,126
17,4,545,130
18,6,497,98
19,4,432,95
20,1,350,78
21,4,276,60
22,2,287,61
23,5,265,44
24,1,219,44
25,4,165,41
26,1,140,33
27,0,156,24
28,2,160,32
29,1,115,21
30,3,123,18
31,0,88,19
32,1,91,14
33,0,86,18
34,2,73,18
35,1,71,14
36,5,58,12
37,1,62,6
38,0,47,6
39,0,37,8
40,1,54,9
41,1,39,6
42,0,41,2
43,0,34,3
44,1,38,5
45,0,34,6
46,3,34,3
47,2,24,9
48,0,20,2
49,1,31,2
50,0,22,3
51,1,22,1
52,1,10,0
53,1,15,3
54,1,22,2
55,2,14,2
56,0,12,1
57,0,10,1
58,1,11,0
59,1,11,1
60,0,6,1
