"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,2204,183
2,18,4926,470
3,21,6091,665
4,25,6272,750
5,27,5577,837
6,19,4711,750
7,11,3771,662
8,11,3273,559
9,10,2552,468
10,5,2115,408
11,10,1733,324
12,8,1455,273
13,9,1096,258
14,4,932,196
15,5,841,163
16,8,660,126
17,5,544,129
18,9,494,97
19,4,429,95
20,2,343,78
21,3,274,59
22,2,285,61
23,1,264,44
24,0,218,43
25,3,160,41
26,3,139,33
27,2,155,24
28,6,160,32
29,2,114,21
30,0,120,17
31,1,87,19
32,1,88,14
33,3,84,18
34,1,70,18
35,3,70,14
36,2,58,12
37,5,60,6
38,1,46,6
39,0,37,8
40,1,54,9
41,1,37,6
42,0,39,2
43,2,35,3
44,1,39,5
45,0,34,6
46,1,35,3
47,1,23,9
48,2,20,2
49,0,29,2
50,1,23,3
51,1,23,1
52,1,10,0
53,1,14,3
54,0,22,2
55,1,14,2
56,0,12,1
57,0,11,1
58,0,11,0
59,0,11,1
60,0,6,1
