"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,3846,265
2,12,8580,688
3,21,9852,948
4,22,9592,1078
5,14,8386,1195
6,9,6925,1072
7,4,5588,928
8,11,4871,836
9,3,3916,708
10,9,3170,590
11,11,2706,511
12,14,2202,409
13,2,1724,385
14,2,1524,314
15,7,1451,259
16,9,1136,214
17,6,934,198
18,6,835,142
19,7,732,144
20,4,614,115
21,2,541,107
22,6,518,103
23,3,469,78
24,2,393,79
25,7,327,72
26,7,298,48
27,1,276,45
28,5,280,48
29,4,244,33
30,3,211,28
31,5,175,30
32,3,182,28
33,3,144,27
34,2,139,31
35,3,131,23
36,2,132,18
37,1,135,14
38,2,91,14
39,1,75,15
40,3,90,14
41,2,67,10
42,0,74,7
43,2,69,10
44,4,68,6
45,7,68,10
46,2,51,4
47,2,48,14
48,1,35,8
49,0,45,7
50,1,43,4
51,2,46,1
52,3,23,0
53,1,30,4
54,4,35,3
55,2,29,5
56,3,25,3
57,0,22,2
58,5,27,3
59,5,23,2
60,3,15,2
