"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,2600,213
2,50,5841,553
3,108,7254,802
4,146,7403,939
5,127,6577,1033
6,119,5512,907
7,109,4430,796
8,66,3834,717
9,78,3044,589
10,94,2516,491
11,66,2078,412
12,49,1709,342
13,51,1323,321
14,45,1136,241
15,25,1043,199
16,27,784,159
17,39,644,154
18,28,587,117
19,29,497,123
20,32,414,90
21,30,362,77
22,16,346,78
23,11,312,60
24,10,262,58
25,10,201,53
26,9,179,37
27,15,183,30
28,18,187,38
29,7,138,27
30,6,141,21
31,12,109,24
32,7,107,19
33,4,94,23
34,8,91,21
35,8,79,16
36,10,72,17
37,3,73,8
38,6,56,7
39,4,41,10
40,10,64,11
41,4,42,7
42,9,44,4
43,3,40,4
44,2,48,6
45,4,38,6
46,4,37,3
47,2,31,10
48,5,22,2
49,5,31,2
50,2,28,3
51,2,27,1
52,4,13,0
53,1,18,3
54,1,24,2
55,3,16,2
56,1,16,1
57,3,15,1
58,4,14,1
59,2,14,1
60,2,8,1
