"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,23,2536,210
2,156,5699,547
3,229,7064,775
4,220,7208,909
5,195,6391,1001
6,110,5382,888
7,96,4300,776
8,99,3724,684
9,97,2937,573
10,83,2439,477
11,65,2014,390
12,82,1656,330
13,39,1272,307
14,28,1107,233
15,44,1007,193
16,40,760,150
17,31,620,152
18,29,571,112
19,38,485,112
20,21,387,85
21,14,339,74
22,19,338,75
23,22,304,58
24,12,253,56
25,15,197,50
26,14,168,37
27,12,181,29
28,6,178,37
29,15,140,26
30,10,135,20
31,13,105,23
32,6,101,17
33,13,93,22
34,3,88,20
35,2,75,16
36,7,69,17
37,4,70,7
38,4,55,7
39,6,40,10
40,6,63,10
41,2,42,7
42,2,43,4
43,4,38,4
44,1,48,6
45,1,38,6
46,3,36,3
47,2,31,10
48,2,22,2
49,4,31,2
50,4,27,3
51,2,25,1
52,1,12,0
53,2,19,3
54,1,24,2
55,2,15,2
56,0,15,1
57,5,13,1
58,2,13,1
59,0,14,1
60,1,9,1
