"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,2713,219
2,81,6070,573
3,65,7582,829
4,112,7743,983
5,71,6838,1078
6,69,5705,955
7,59,4627,830
8,61,4015,745
9,41,3197,612
10,25,2622,510
11,41,2200,428
12,32,1812,361
13,28,1394,336
14,25,1194,260
15,31,1110,216
16,9,839,169
17,13,687,168
18,16,614,123
19,11,530,130
20,11,435,93
21,11,385,83
22,14,374,83
23,5,338,62
24,4,279,62
25,14,224,59
26,12,201,38
27,7,201,33
28,8,204,41
29,13,159,27
30,3,153,23
31,9,124,24
32,7,117,20
33,7,105,23
34,2,98,22
35,8,81,17
36,3,81,16
37,4,78,8
38,4,66,9
39,4,48,11
40,4,67,11
41,4,40,7
42,8,51,4
43,10,45,5
44,5,52,6
45,4,39,6
46,3,40,3
47,4,34,11
48,3,22,3
49,1,31,3
50,3,31,4
51,0,28,1
52,3,13,0
53,7,21,3
54,3,24,2
55,3,19,3
56,3,18,1
57,1,14,1
58,5,15,1
59,1,14,1
60,0,9,1
