"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4706,324
2,70,10612,812
3,51,11980,1052
4,45,11442,1185
5,51,9918,1299
6,47,8146,1152
7,35,6624,1013
8,41,5873,920
9,41,4714,782
10,25,3826,671
11,24,3325,580
12,23,2729,474
13,22,2208,437
14,15,1952,364
15,11,1902,298
16,27,1543,251
17,7,1248,226
18,11,1090,173
19,19,1018,180
20,12,849,141
21,13,730,129
22,12,705,120
23,14,623,101
24,5,507,90
25,7,477,91
26,7,439,63
27,6,374,58
28,11,376,65
29,5,337,37
30,6,287,37
31,4,237,39
32,1,259,36
33,4,226,37
34,0,194,41
35,3,186,27
36,2,195,24
37,6,188,16
38,1,137,17
39,0,106,19
40,6,132,19
41,4,93,11
42,2,104,11
43,2,99,15
44,2,102,9
45,3,91,12
46,1,68,7
47,0,58,13
48,5,57,9
49,3,65,8
50,3,61,4
51,3,61,2
52,4,40,0
53,1,49,5
54,2,48,4
55,0,42,7
56,7,36,5
57,1,32,3
58,2,33,6
59,2,33,3
60,1,24,3
