"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,3776,261
2,51,8434,682
3,73,9656,936
4,45,9391,1066
5,44,8237,1180
6,30,6814,1064
7,35,5497,909
8,41,4760,824
9,41,3823,695
10,41,3100,579
11,38,2633,509
12,18,2150,406
13,22,1673,380
14,29,1473,309
15,28,1403,255
16,32,1088,207
17,28,895,193
18,33,797,141
19,15,705,145
20,13,569,113
21,15,516,103
22,13,500,102
23,18,448,74
24,18,372,76
25,30,312,71
26,10,279,45
27,17,260,44
28,16,263,47
29,9,229,32
30,26,200,28
31,13,163,30
32,23,161,26
33,10,129,26
34,9,131,27
35,12,122,23
36,16,123,18
37,16,121,14
38,8,86,13
39,12,69,15
40,7,87,11
41,6,59,11
42,13,71,6
43,10,61,10
44,7,66,6
45,7,57,9
46,4,48,4
47,6,45,14
48,3,33,8
49,3,40,6
50,6,41,4
51,6,40,1
52,3,22,0
53,4,28,4
54,4,30,3
55,5,26,4
56,4,22,2
57,4,20,2
58,2,20,2
59,4,21,1
60,1,13,1
