"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,3144,225
2,58,6919,604
3,93,8214,860
4,101,8201,1006
5,80,7202,1110
6,80,5974,984
7,80,4877,857
8,60,4208,764
9,38,3367,635
10,47,2737,534
11,34,2291,456
12,33,1886,373
13,38,1468,347
14,29,1260,268
15,27,1171,225
16,24,896,181
17,23,735,173
18,17,646,129
19,20,567,134
20,20,465,95
21,23,407,90
22,9,400,89
23,8,356,62
24,21,302,66
25,11,240,62
26,12,213,41
27,11,214,36
28,10,220,43
29,6,175,28
30,9,169,25
31,9,132,24
32,9,136,23
33,8,106,24
34,6,108,23
35,8,92,20
36,7,90,17
37,4,95,8
38,5,74,10
39,2,55,11
40,8,71,11
41,8,44,9
42,4,60,4
43,2,50,6
44,0,55,5
45,4,44,6
46,0,40,3
47,1,38,14
48,4,28,7
49,3,32,3
50,0,37,4
51,3,29,1
52,1,15,0
53,1,24,4
54,0,25,2
55,1,20,3
56,4,22,1
57,1,15,1
58,1,18,2
59,4,15,1
60,1,10,1
