"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3846,265
2,11,8579,688
3,16,9850,948
4,22,9591,1079
5,10,8384,1195
6,5,6924,1071
7,13,5587,928
8,3,4870,836
9,10,3915,708
10,13,3169,590
11,15,2703,512
12,2,2202,408
13,3,1723,385
14,7,1528,314
15,10,1449,259
16,5,1134,214
17,6,934,198
18,9,832,142
19,6,729,144
20,2,613,115
21,6,541,107
22,5,520,103
23,2,467,78
24,8,393,79
25,6,329,72
26,1,298,48
27,5,276,45
28,4,280,48
29,3,245,33
30,5,211,28
31,3,176,30
32,3,181,28
33,2,145,27
34,3,140,31
35,3,128,23
36,1,132,18
37,2,136,14
38,1,91,14
39,3,76,15
40,2,89,14
41,1,65,10
42,3,72,7
43,4,69,9
44,7,68,6
45,2,69,10
46,2,49,4
47,1,48,14
48,0,37,8
49,1,44,7
50,2,43,4
51,3,46,1
52,1,24,0
53,4,30,4
54,2,36,3
55,3,28,5
56,0,24,3
57,5,25,2
58,5,24,3
59,3,24,2
60,5,15,2
