"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2080,174
2,23,4598,461
3,43,5759,653
4,50,5927,728
5,40,5267,812
6,41,4458,727
7,38,3567,637
8,14,3100,534
9,14,2427,454
10,17,2015,400
11,7,1642,309
12,4,1382,258
13,8,1046,247
14,1,898,180
15,4,808,153
16,0,643,121
17,4,526,128
18,2,465,95
19,2,415,93
20,0,329,74
21,3,258,58
22,3,276,61
23,1,259,41
24,1,212,41
25,0,148,36
26,1,131,32
27,1,146,24
28,1,154,32
29,0,113,21
30,0,115,17
31,1,82,17
32,0,83,14
33,0,76,17
34,2,69,16
35,0,68,13
36,0,60,13
37,0,57,6
38,0,44,6
39,2,37,7
40,1,54,9
41,0,36,6
42,2,38,2
43,0,32,3
44,2,37,4
45,1,33,6
46,0,29,3
47,0,25,9
48,1,18,2
49,0,29,2
50,1,20,3
51,0,21,1
52,3,11,0
53,0,14,3
54,1,21,2
55,2,14,2
56,0,11,1
57,0,12,1
58,0,11,0
59,2,9,1
60,0,7,1
