"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,2143,178
2,54,4783,466
3,51,5927,657
4,29,6091,737
5,34,5433,821
6,35,4593,735
7,28,3673,648
8,22,3176,543
9,20,2478,459
10,17,2058,403
11,16,1685,314
12,14,1420,261
13,8,1063,252
14,13,918,189
15,8,809,155
16,3,648,123
17,5,533,126
18,6,479,95
19,4,417,94
20,3,328,75
21,5,265,57
22,1,278,61
23,4,263,44
24,3,213,41
25,3,154,36
26,2,134,33
27,1,147,24
28,0,153,32
29,2,112,21
30,2,116,17
31,4,81,18
32,4,85,14
33,2,80,17
34,0,69,17
35,3,67,13
36,1,58,12
37,5,58,6
38,2,46,6
39,2,36,7
40,0,54,9
41,0,37,6
42,0,39,2
43,2,32,3
44,0,38,4
45,0,33,6
46,0,31,3
47,1,25,9
48,0,18,2
49,0,28,2
50,0,21,3
51,2,21,1
52,0,10,0
53,0,14,3
54,0,20,2
55,1,13,2
56,0,12,1
57,0,10,1
58,0,12,0
59,0,9,1
60,0,6,1
