"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,3041,224
2,48,6711,597
3,81,8064,847
4,91,8097,1001
5,101,7117,1098
6,96,5909,973
7,75,4797,851
8,58,4158,761
9,57,3320,634
10,45,2702,528
11,26,2260,451
12,39,1868,373
13,34,1451,345
14,32,1244,264
15,20,1162,225
16,14,878,182
17,26,727,172
18,22,636,129
19,16,560,132
20,16,455,93
21,16,402,90
22,6,391,89
23,11,351,62
24,15,294,65
25,12,245,61
26,12,215,39
27,9,210,35
28,10,213,42
29,6,171,27
30,3,164,24
31,6,133,24
32,2,131,22
33,10,107,24
34,8,105,23
35,6,91,21
36,5,88,16
37,1,87,8
38,7,74,10
39,2,56,11
40,4,69,11
41,4,44,9
42,4,55,4
43,0,49,6
44,4,56,5
45,1,42,6
46,1,42,3
47,2,38,13
48,1,26,7
49,4,36,3
50,1,35,4
51,2,29,1
52,4,16,0
53,1,25,4
54,3,27,2
55,4,22,3
56,4,18,1
57,0,15,1
58,3,17,2
59,2,14,1
60,3,9,1
