"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,2150,178
2,46,4807,466
3,36,5948,657
4,40,6108,739
5,39,5455,822
6,20,4617,737
7,17,3678,653
8,18,3191,545
9,21,2488,461
10,16,2063,403
11,15,1690,316
12,11,1419,263
13,11,1070,253
14,10,923,191
15,6,817,155
16,8,651,123
17,5,534,126
18,2,480,95
19,4,417,93
20,6,330,76
21,3,263,57
22,3,279,61
23,5,263,44
24,0,213,41
25,1,154,36
26,2,136,33
27,3,149,24
28,2,153,32
29,0,113,21
30,1,118,17
31,1,81,19
32,2,85,14
33,4,80,17
34,4,68,17
35,2,68,13
36,0,58,12
37,3,58,6
38,1,45,6
39,5,36,7
40,2,54,9
41,2,37,6
42,0,40,2
43,0,32,3
44,0,38,4
45,2,33,6
46,0,31,3
47,0,23,9
48,0,18,2
49,1,29,2
50,0,20,3
51,0,22,1
52,0,11,0
53,1,14,3
54,0,20,2
55,0,13,2
56,0,12,1
57,1,9,1
58,0,11,0
59,0,10,1
60,0,7,1
