"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,2169,180
2,45,4874,469
3,36,6016,662
4,43,6188,746
5,21,5517,828
6,25,4663,743
7,27,3721,658
8,28,3228,553
9,23,2516,462
10,18,2085,408
11,16,1702,321
12,3,1431,266
13,10,1083,257
14,12,922,192
15,9,827,161
16,6,654,125
17,9,541,128
18,7,485,96
19,6,422,95
20,3,338,77
21,1,265,58
22,6,281,61
23,2,261,44
24,4,216,42
25,5,158,40
26,3,138,33
27,2,151,24
28,3,158,32
29,2,115,21
30,2,119,17
31,0,84,19
32,1,88,14
33,2,82,17
34,1,69,17
35,2,69,14
36,1,58,12
37,1,58,6
38,0,46,6
39,0,38,7
40,0,53,9
41,0,37,6
42,1,40,2
43,0,33,3
44,0,38,5
45,1,33,6
46,0,32,3
47,4,23,9
48,2,19,2
49,1,29,2
50,0,22,3
51,1,22,1
52,2,10,0
53,3,14,3
54,0,21,2
55,0,13,2
56,0,13,1
57,0,9,1
58,0,11,0
59,2,10,1
60,0,6,1
