"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,2089,174
2,76,4610,462
3,61,5773,654
4,49,5941,731
5,57,5286,814
6,34,4468,728
7,32,3576,637
8,29,3112,534
9,23,2431,454
10,8,2015,400
11,12,1647,309
12,6,1383,258
13,6,1046,247
14,3,899,180
15,6,807,153
16,1,642,121
17,2,527,128
18,0,466,95
19,7,416,93
20,2,328,74
21,1,258,58
22,0,278,61
23,2,260,41
24,2,212,41
25,1,147,36
26,1,131,32
27,0,147,24
28,0,154,32
29,1,113,21
30,1,116,17
31,0,80,17
32,0,84,14
33,1,77,17
34,0,69,16
35,0,68,13
36,2,60,13
37,0,56,6
38,0,44,6
39,0,37,7
40,0,54,9
41,2,37,6
42,1,38,2
43,0,32,3
44,2,37,4
45,0,33,6
46,2,30,3
47,1,25,9
48,0,18,2
49,0,28,2
50,0,20,3
51,0,22,1
52,1,11,0
53,0,14,3
54,3,20,2
55,0,13,2
56,2,13,1
57,1,12,1
58,0,11,0
59,0,10,1
60,0,6,1
