"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4336,293
2,53,9774,752
3,64,11095,997
4,53,10626,1137
5,37,9201,1245
6,51,7583,1111
7,56,6132,969
8,46,5389,878
9,51,4325,748
10,39,3530,633
11,29,3003,544
12,21,2488,443
13,36,1974,417
14,30,1733,346
15,30,1676,280
16,21,1350,232
17,24,1099,211
18,14,956,157
19,12,871,167
20,19,730,126
21,10,637,119
22,16,606,115
23,14,551,87
24,14,456,84
25,9,402,87
26,3,377,54
27,9,325,56
28,12,321,56
29,9,283,34
30,9,251,35
31,12,214,32
32,12,225,32
33,1,181,34
34,4,169,36
35,2,154,26
36,8,160,21
37,8,162,15
38,4,117,15
39,5,87,15
40,1,102,14
41,5,77,10
42,6,87,8
43,5,81,11
44,3,90,8
45,2,78,11
46,1,59,5
47,1,50,13
48,7,47,8
49,5,61,7
50,3,53,4
51,2,48,1
52,3,32,0
53,1,40,4
54,1,39,3
55,2,36,6
56,1,31,4
57,2,27,3
58,3,29,4
59,2,24,2
60,1,19,2
