"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,2898,223
2,105,6451,587
3,91,7853,842
4,75,7955,996
5,78,7026,1089
6,41,5858,967
7,34,4740,845
8,37,4113,754
9,44,3282,628
10,37,2674,520
11,15,2241,448
12,20,1853,370
13,15,1438,344
14,16,1229,262
15,16,1141,225
16,9,865,178
17,16,719,171
18,11,634,128
19,10,555,132
20,6,451,93
21,5,399,88
22,7,388,89
23,5,346,62
24,13,289,63
25,12,237,61
26,5,214,39
27,6,204,33
28,2,207,41
29,11,170,27
30,5,166,24
31,8,133,24
32,3,125,21
33,5,105,24
34,3,104,23
35,9,89,19
36,2,89,16
37,1,84,8
38,5,69,10
39,3,52,11
40,4,71,11
41,1,42,8
42,2,51,4
43,4,50,6
44,4,54,6
45,3,44,6
46,5,41,3
47,5,36,12
48,0,24,5
49,4,32,3
50,2,33,4
51,3,28,1
52,2,15,0
53,3,23,3
54,3,25,2
55,2,20,3
56,2,18,1
57,3,15,1
58,2,16,2
59,2,14,1
60,5,10,1
