"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,3754,258
2,25,8398,678
3,50,9620,933
4,79,9342,1058
5,82,8177,1176
6,67,6782,1060
7,41,5468,908
8,37,4741,821
9,45,3793,692
10,49,3098,577
11,50,2614,503
12,44,2136,401
13,44,1660,380
14,24,1464,307
15,15,1376,255
16,34,1083,205
17,22,882,193
18,25,789,141
19,27,693,143
20,43,562,110
21,14,508,102
22,17,498,102
23,26,443,74
24,17,371,73
25,30,310,72
26,17,275,44
27,28,263,41
28,11,257,47
29,12,227,32
30,11,197,28
31,19,162,30
32,15,156,26
33,13,130,25
34,13,129,26
35,8,121,22
36,6,118,18
37,15,119,14
38,15,86,13
39,7,66,15
40,8,83,11
41,5,57,10
42,6,67,5
43,4,61,9
44,5,66,6
45,5,55,9
46,8,45,4
47,5,45,13
48,4,32,8
49,4,39,5
50,6,42,4
51,5,39,1
52,3,21,0
53,3,29,4
54,5,30,3
55,1,23,5
56,3,20,2
57,2,22,2
58,3,22,2
59,2,22,1
60,1,12,1
