"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4637,318
2,9,10477,799
3,13,11837,1044
4,23,11315,1176
5,23,9818,1288
6,24,8075,1145
7,19,6566,1006
8,25,5797,911
9,14,4649,779
10,8,3779,668
11,10,3276,575
12,16,2699,467
13,12,2179,432
14,11,1933,360
15,13,1864,294
16,8,1519,250
17,8,1230,227
18,7,1071,168
19,10,993,177
20,7,831,139
21,3,721,129
22,14,686,120
23,4,607,98
24,4,501,90
25,3,469,91
26,10,431,60
27,5,369,57
28,7,368,65
29,8,330,36
30,9,280,37
31,2,239,36
32,4,256,36
33,1,218,37
34,6,191,40
35,1,182,27
36,4,186,24
37,2,184,16
38,2,136,17
39,4,100,18
40,5,121,17
41,7,90,11
42,6,99,11
43,6,97,13
44,3,103,8
45,3,89,12
46,7,68,7
47,8,55,13
48,4,54,9
49,3,67,7
50,4,59,4
51,3,59,2
52,2,42,0
53,4,53,5
54,1,46,4
55,2,40,6
56,1,36,5
57,4,31,3
58,3,33,6
59,2,31,3
60,2,24,3
