"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,2654,217
2,103,5954,566
3,140,7428,819
4,128,7592,969
5,61,6731,1066
6,59,5630,940
7,75,4537,818
8,52,3951,732
9,48,3124,604
10,48,2584,502
11,53,2144,422
12,36,1779,351
13,21,1376,328
14,33,1180,253
15,38,1089,208
16,23,830,167
17,20,664,161
18,26,602,121
19,11,516,129
20,11,427,92
21,17,373,82
22,16,362,80
23,11,325,62
24,19,270,59
25,10,218,57
26,9,191,37
27,9,193,32
28,10,199,40
29,10,153,27
30,8,146,22
31,11,114,24
32,13,116,19
33,7,101,23
34,3,93,21
35,2,80,17
36,5,77,16
37,4,76,8
38,8,61,9
39,7,45,10
40,2,66,11
41,3,41,7
42,9,47,4
43,5,45,5
44,3,52,6
45,5,41,6
46,2,37,3
47,6,33,10
48,2,22,3
49,2,32,3
50,2,30,3
51,5,26,1
52,1,14,0
53,5,20,3
54,3,25,2
55,2,16,2
56,4,17,1
57,3,13,1
58,2,14,1
59,4,14,1
60,2,9,1
