"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,3945,267
2,47,8779,698
3,67,10063,954
4,43,9746,1091
5,39,8519,1198
6,71,7025,1080
7,40,5679,930
8,27,4943,842
9,55,3963,711
10,39,3218,595
11,19,2745,516
12,29,2233,410
13,26,1755,390
14,13,1554,320
15,14,1476,262
16,20,1163,221
17,15,951,200
18,9,851,142
19,11,748,149
20,11,628,116
21,9,551,107
22,7,524,106
23,7,480,80
24,3,400,80
25,1,340,74
26,9,309,49
27,9,282,47
28,2,285,50
29,4,246,33
30,5,216,29
31,6,187,30
32,2,183,28
33,4,152,28
34,2,141,31
35,4,134,23
36,3,134,18
37,5,138,14
38,3,97,14
39,1,80,15
40,2,91,14
41,1,69,10
42,2,73,7
43,3,72,10
44,4,69,7
45,1,68,10
46,2,51,4
47,0,50,13
48,2,36,8
49,2,49,7
50,2,45,4
51,5,46,1
52,3,26,0
53,0,30,4
54,2,37,3
55,1,27,6
56,1,25,3
57,4,22,2
58,3,27,3
59,0,22,2
60,0,14,2
