"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,2137,177
2,28,4764,466
3,51,5910,656
4,36,6072,736
5,36,5416,821
6,37,4583,735
7,26,3662,648
8,22,3169,544
9,17,2470,458
10,17,2056,403
11,17,1683,314
12,12,1411,259
13,8,1060,251
14,8,914,187
15,8,807,155
16,5,646,123
17,5,531,126
18,10,480,95
19,3,418,93
20,4,329,75
21,4,263,57
22,3,279,61
23,3,260,44
24,2,212,41
25,1,153,36
26,3,133,33
27,2,147,24
28,4,153,32
29,4,112,21
30,5,115,18
31,2,82,18
32,2,85,14
33,1,80,17
34,3,68,17
35,3,68,13
36,2,58,12
37,0,59,6
38,0,45,6
39,0,36,7
40,2,53,9
41,0,37,6
42,0,39,2
43,0,32,3
44,1,39,4
45,0,33,6
46,0,31,3
47,0,25,9
48,2,18,2
49,0,28,2
50,0,20,3
51,0,21,1
52,1,10,0
53,0,14,3
54,0,20,2
55,0,14,2
56,0,12,1
57,0,10,1
58,0,11,0
59,0,9,1
60,0,6,1
