"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,2404,195
2,223,5404,511
3,204,6654,719
4,166,6819,831
5,201,6032,917
6,133,5081,829
7,103,4060,724
8,112,3523,619
9,103,2753,514
10,64,2297,445
11,49,1881,364
12,53,1562,307
13,46,1182,283
14,47,1019,215
15,19,926,178
16,42,711,140
17,19,580,141
18,19,531,104
19,23,456,102
20,23,365,83
21,14,300,69
22,20,317,70
23,18,282,53
24,11,237,51
25,8,178,43
26,8,152,35
27,5,173,26
28,8,165,35
29,8,130,22
30,8,128,19
31,4,95,22
32,4,93,15
33,7,88,21
34,6,77,18
35,3,74,16
36,5,64,14
37,6,65,7
38,3,51,6
39,2,40,8
40,7,61,10
41,1,40,7
42,3,41,2
43,2,36,3
44,2,41,5
45,2,35,6
46,1,33,3
47,4,30,10
48,2,20,2
49,2,30,2
50,1,26,3
51,0,22,1
52,1,12,0
53,1,15,3
54,1,22,2
55,0,15,2
56,0,13,1
57,2,10,1
58,3,12,1
59,0,13,1
60,0,7,1
