"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,2627,214
2,89,5901,561
3,102,7351,811
4,98,7518,958
5,105,6674,1052
6,117,5576,927
7,73,4507,804
8,44,3900,728
9,66,3087,598
10,66,2549,497
11,57,2117,419
12,52,1749,350
13,47,1355,326
14,22,1159,246
15,29,1068,206
16,37,811,163
17,30,653,157
18,16,598,119
19,22,508,128
20,18,420,91
21,12,366,79
22,15,358,80
23,19,326,62
24,16,268,59
25,14,208,56
26,22,189,37
27,16,189,30
28,9,190,40
29,7,147,27
30,4,145,22
31,6,113,24
32,6,113,19
33,9,99,23
34,8,92,21
35,3,79,16
36,3,74,17
37,10,74,8
38,6,60,9
39,4,45,10
40,7,66,11
41,4,43,7
42,6,46,4
43,2,42,4
44,2,50,6
45,2,38,6
46,9,37,3
47,3,33,10
48,6,22,2
49,3,33,3
50,2,27,3
51,4,26,1
52,3,13,0
53,2,19,3
54,4,23,2
55,4,16,2
56,2,18,1
57,2,12,1
58,2,14,1
59,1,14,1
60,1,10,1
