"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4196,283
2,24,9389,724
3,29,10660,981
4,14,10244,1116
5,29,8915,1229
6,31,7372,1098
7,20,5950,959
8,16,5226,864
9,11,4190,736
10,18,3400,620
11,14,2912,532
12,9,2394,433
13,10,1883,409
14,9,1660,341
15,5,1601,271
16,8,1278,227
17,6,1033,208
18,3,920,152
19,5,830,161
20,6,695,122
21,5,609,109
22,5,579,111
23,5,530,87
24,8,442,80
25,2,388,82
26,3,357,52
27,2,312,50
28,1,309,55
29,2,275,34
30,1,244,34
31,4,204,32
32,2,213,31
33,2,175,33
34,2,164,33
35,2,148,25
36,1,152,20
37,4,151,14
38,3,111,15
39,1,86,15
40,1,98,14
41,5,73,10
42,5,82,8
43,2,76,10
44,6,84,8
45,4,78,11
46,4,57,4
47,2,49,14
48,2,45,8
49,0,55,7
50,3,49,4
51,5,52,1
52,3,29,0
53,2,37,4
54,0,39,3
55,5,30,5
56,3,27,3
57,0,27,2
58,3,29,4
59,4,23,2
60,6,19,2
