"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4354,294
2,48,9799,754
3,29,11148,998
4,54,10663,1138
5,49,9247,1248
6,55,7622,1113
7,56,6151,969
8,44,5414,880
9,28,4355,749
10,22,3540,634
11,26,3019,546
12,25,2503,445
13,29,1981,420
14,25,1744,346
15,30,1699,281
16,17,1364,235
17,23,1109,213
18,23,968,157
19,16,876,168
20,14,736,127
21,13,644,119
22,16,612,116
23,8,556,89
24,9,461,86
25,14,409,87
26,3,378,55
27,11,327,56
28,9,324,57
29,9,287,34
30,4,252,35
31,3,214,32
32,7,228,32
33,9,184,34
34,9,170,36
35,9,155,26
36,12,160,21
37,6,158,15
38,1,119,15
39,4,87,15
40,1,103,14
41,6,80,11
42,7,89,8
43,3,82,11
44,5,92,7
45,0,78,11
46,2,59,5
47,4,51,14
48,3,45,9
49,2,61,7
50,1,52,4
51,1,49,1
52,1,31,0
53,9,42,4
54,5,40,3
55,3,37,5
56,2,30,4
57,3,28,3
58,1,29,4
59,1,26,2
60,1,19,2
