"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4544,309
2,55,10295,783
3,53,11621,1028
4,39,11091,1160
5,57,9600,1276
6,59,7923,1133
7,50,6411,989
8,49,5636,896
9,41,4514,765
10,31,3687,653
11,33,3177,568
12,39,2624,459
13,24,2100,424
14,25,1857,357
15,17,1798,286
16,25,1447,245
17,20,1182,221
18,10,1030,163
19,17,951,175
20,16,789,133
21,19,682,124
22,10,654,119
23,10,584,94
24,11,489,86
25,5,452,90
26,7,409,59
27,7,351,57
28,4,352,62
29,6,312,35
30,4,271,37
31,2,230,33
32,2,244,37
33,7,211,35
34,3,183,39
35,8,170,26
36,9,177,22
37,3,173,15
38,4,123,16
39,1,95,16
40,0,109,16
41,0,84,11
42,7,92,10
43,6,91,11
44,2,96,8
45,2,83,12
46,3,65,6
47,1,52,13
48,0,54,9
49,2,64,7
50,1,58,4
51,3,55,1
52,2,38,0
53,0,48,5
54,0,45,3
55,0,38,6
56,1,32,5
57,1,30,3
58,2,33,6
59,1,33,3
60,0,23,2
