"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,3888,266
2,37,8674,692
3,48,9935,951
4,28,9643,1081
5,40,8436,1197
6,21,6961,1076
7,30,5621,930
8,24,4906,841
9,19,3940,709
10,12,3189,593
11,15,2717,513
12,14,2218,410
13,13,1727,386
14,10,1542,315
15,10,1452,262
16,10,1147,215
17,9,943,199
18,4,840,142
19,6,741,146
20,6,620,116
21,4,544,107
22,7,522,105
23,7,472,78
24,4,394,79
25,1,332,74
26,7,302,47
27,1,278,47
28,5,284,49
29,2,244,33
30,6,216,28
31,3,180,30
32,1,183,28
33,1,148,27
34,3,141,31
35,2,131,23
36,3,135,18
37,4,135,14
38,3,93,14
39,0,76,15
40,3,89,14
41,2,68,10
42,2,73,7
43,5,71,10
44,5,68,6
45,0,69,10
46,3,51,4
47,1,49,13
48,5,38,8
49,3,46,7
50,1,46,4
51,1,46,1
52,2,25,0
53,1,31,4
54,1,34,3
55,3,27,6
56,1,25,3
57,2,24,2
58,1,27,3
59,0,25,2
60,0,15,2
