"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,2101,175
2,48,4633,462
3,54,5788,652
4,53,5962,730
5,43,5288,812
6,48,4485,726
7,30,3583,638
8,25,3109,532
9,33,2422,455
10,11,2018,400
11,13,1644,310
12,9,1376,256
13,11,1044,247
14,4,893,180
15,8,800,151
16,5,635,121
17,1,524,126
18,0,466,95
19,6,411,93
20,0,323,74
21,2,258,57
22,1,272,60
23,5,257,42
24,2,209,41
25,1,147,36
26,0,129,32
27,1,144,23
28,1,152,32
29,0,112,21
30,0,113,17
31,0,80,17
32,0,85,14
33,1,77,17
34,0,69,16
35,0,67,13
36,0,58,12
37,1,57,6
38,0,45,6
39,0,35,7
40,0,54,9
41,0,36,6
42,0,38,2
43,0,33,3
44,0,37,4
45,1,34,6
46,1,30,3
47,0,24,9
48,1,18,2
49,0,28,2
50,2,20,3
51,0,21,1
52,0,10,0
53,0,14,3
54,0,20,2
55,0,14,2
56,1,12,1
57,0,10,1
58,2,11,0
59,0,9,1
60,2,7,1
