"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4419,299
2,18,9958,763
3,23,11294,1006
4,32,10760,1143
5,41,9341,1249
6,25,7695,1114
7,21,6226,974
8,24,5475,883
9,26,4414,752
10,10,3582,640
11,16,3071,555
12,24,2530,451
13,25,2012,419
14,17,1780,349
15,24,1738,282
16,10,1389,239
17,10,1134,217
18,12,994,158
19,10,895,170
20,15,756,128
21,17,660,121
22,13,627,118
23,6,562,91
24,10,469,86
25,8,418,88
26,8,393,57
27,5,333,55
28,6,334,59
29,9,296,34
30,5,259,35
31,5,221,33
32,8,235,33
33,5,194,34
34,4,175,36
35,1,161,26
36,7,164,21
37,5,164,15
38,3,118,15
39,8,92,16
40,0,105,14
41,6,79,11
42,3,91,10
43,4,90,11
44,3,93,7
45,3,82,12
46,2,62,5
47,6,51,14
48,8,47,9
49,3,62,7
50,9,56,4
51,5,49,1
52,1,33,0
53,1,43,5
54,1,41,3
55,3,37,5
56,4,32,5
57,2,27,3
58,5,30,5
59,0,28,2
60,0,20,2
