"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4158,282
2,25,9322,718
3,22,10598,978
4,25,10198,1114
5,28,8854,1225
6,22,7339,1092
7,28,5914,954
8,29,5195,863
9,20,4153,734
10,15,3386,615
11,9,2891,532
12,14,2374,430
13,6,1866,408
14,10,1648,339
15,15,1592,271
16,8,1265,228
17,2,1018,208
18,11,913,150
19,7,821,162
20,7,683,122
21,9,603,109
22,9,574,111
23,5,522,86
24,5,438,79
25,5,384,82
26,8,344,51
27,3,308,50
28,10,308,54
29,10,274,34
30,7,239,33
31,3,200,32
32,6,208,31
33,1,171,32
34,3,161,33
35,5,150,24
36,4,153,19
37,5,152,14
38,0,108,15
39,7,86,15
40,3,98,14
41,0,72,10
42,3,80,7
43,5,76,11
44,8,84,8
45,4,77,11
46,3,56,4
47,1,50,13
48,5,44,8
49,6,56,7
50,9,48,4
51,2,48,1
52,4,28,0
53,4,37,4
54,2,38,3
55,2,29,6
56,5,28,3
57,2,26,2
58,2,30,4
59,1,23,2
60,2,18,2
