"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4082,277
2,27,9147,713
3,59,10420,969
4,44,10043,1100
5,25,8733,1216
6,38,7243,1087
7,27,5817,945
8,37,5097,851
9,37,4088,721
10,49,3321,612
11,26,2842,524
12,16,2329,418
13,27,1832,403
14,21,1612,334
15,32,1549,269
16,18,1224,224
17,28,994,202
18,18,889,147
19,15,784,157
20,17,654,119
21,17,588,109
22,9,549,109
23,17,499,82
24,19,419,80
25,11,365,76
26,10,329,50
27,7,293,49
28,10,295,52
29,6,261,34
30,13,232,30
31,7,198,31
32,2,196,29
33,2,162,31
34,6,151,32
35,13,141,24
36,8,146,18
37,7,147,14
38,3,102,14
39,6,81,15
40,4,95,14
41,4,72,10
42,6,78,7
43,2,73,10
44,2,76,7
45,6,72,10
46,5,56,4
47,2,51,13
48,3,41,8
49,2,53,6
50,3,45,4
51,1,47,1
52,0,24,0
53,0,33,4
54,1,38,3
55,0,29,6
56,2,27,3
57,2,24,2
58,1,29,3
59,1,23,2
60,1,17,2
