"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2064,173
2,59,4567,460
3,36,5719,652
4,32,5896,726
5,31,5244,811
6,19,4439,724
7,12,3551,637
8,10,3090,532
9,6,2425,454
10,2,2010,400
11,2,1640,309
12,6,1381,258
13,4,1045,247
14,2,896,180
15,0,810,153
16,1,642,121
17,3,526,128
18,3,465,95
19,1,413,93
20,1,327,74
21,1,258,58
22,1,274,61
23,1,260,41
24,0,212,41
25,0,147,36
26,1,133,32
27,0,146,24
28,2,153,32
29,2,113,21
30,0,114,16
31,0,80,17
32,0,84,14
33,0,75,17
34,2,70,16
35,2,68,13
36,0,60,13
37,2,55,6
38,0,44,6
39,2,36,7
40,1,54,9
41,0,36,6
42,0,38,2
43,1,32,3
44,0,38,4
45,2,33,6
46,0,29,3
47,4,25,9
48,1,18,2
49,2,28,2
50,1,21,3
51,0,21,1
52,0,12,0
53,0,14,3
54,2,20,2
55,0,14,2
56,1,13,1
57,1,10,1
58,1,11,0
59,0,9,1
60,0,8,1
