"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,3895,266
2,27,8686,692
3,37,9958,954
4,47,9664,1081
5,36,8452,1198
6,17,6974,1077
7,32,5631,930
8,29,4911,841
9,21,3942,709
10,23,3194,594
11,19,2717,513
12,8,2224,410
13,8,1733,386
14,14,1543,316
15,9,1456,262
16,9,1151,216
17,6,942,201
18,10,841,142
19,8,744,147
20,2,619,116
21,4,543,107
22,6,521,105
23,4,474,78
24,7,399,78
25,5,332,74
26,3,304,48
27,1,281,46
28,6,284,49
29,1,244,33
30,5,216,28
31,2,180,30
32,6,185,28
33,3,148,27
34,1,140,31
35,0,132,23
36,3,137,18
37,2,135,14
38,3,92,14
39,4,76,15
40,3,90,14
41,0,66,10
42,3,74,7
43,2,73,9
44,1,69,8
45,4,69,10
46,3,50,4
47,0,49,13
48,2,37,8
49,2,48,7
50,5,47,4
51,3,45,1
52,0,24,0
53,1,30,4
54,2,35,3
55,1,28,6
56,0,24,3
57,3,22,2
58,1,28,3
59,1,24,2
60,1,14,2
