"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,2699,218
2,80,6048,571
3,91,7545,826
4,103,7701,983
5,81,6813,1076
6,47,5691,951
7,42,4612,827
8,56,4007,743
9,42,3184,612
10,37,2608,507
11,31,2194,428
12,42,1805,361
13,15,1392,335
14,19,1188,259
15,24,1107,214
16,11,837,169
17,11,685,168
18,16,611,123
19,14,531,130
20,5,434,93
21,5,382,83
22,15,371,83
23,14,337,62
24,9,280,60
25,13,223,59
26,15,197,37
27,3,196,33
28,12,202,41
29,8,159,27
30,11,151,22
31,5,122,24
32,8,119,20
33,4,105,23
34,4,97,21
35,3,80,17
36,4,80,16
37,5,79,8
38,5,65,9
39,8,49,11
40,10,66,11
41,5,41,7
42,3,49,4
43,2,46,5
44,4,51,6
45,4,39,6
46,2,38,3
47,4,35,11
48,0,23,3
49,3,31,3
50,7,30,3
51,4,27,1
52,3,14,0
53,3,21,3
54,1,24,2
55,5,18,3
56,1,18,1
57,0,14,1
58,2,16,1
59,3,14,1
60,1,10,1
