"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4214,285
2,39,9454,726
3,40,10728,981
4,40,10299,1119
5,35,8952,1228
6,31,7403,1100
7,27,5982,960
8,30,5253,864
9,17,4202,738
10,19,3421,620
11,11,2925,533
12,16,2410,435
13,16,1893,412
14,9,1666,341
15,13,1612,271
16,12,1285,229
17,8,1048,207
18,8,920,152
19,10,837,163
20,11,703,122
21,11,623,111
22,6,584,112
23,7,531,87
24,4,444,80
25,1,389,82
26,4,357,51
27,2,314,50
28,4,313,56
29,2,276,34
30,2,243,34
31,4,208,32
32,1,215,31
33,3,175,33
34,3,167,35
35,0,147,25
36,3,154,20
37,4,155,14
38,1,113,15
39,0,86,15
40,2,99,14
41,2,75,11
42,1,82,8
43,1,79,12
44,1,86,8
45,2,77,11
46,1,58,5
47,0,49,14
48,1,45,8
49,1,60,7
50,0,50,4
51,2,48,1
52,3,29,0
53,1,37,4
54,4,39,3
55,4,32,5
56,2,27,3
57,5,27,2
58,3,29,4
59,4,24,2
60,2,18,2
