"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,16,3601,247
2,156,7990,658
3,176,9214,909
4,145,8972,1037
5,77,7844,1155
6,96,6520,1036
7,89,5271,894
8,94,4552,805
9,84,3629,672
10,81,2942,566
11,65,2500,486
12,46,2042,391
13,35,1582,368
14,51,1383,290
15,43,1287,238
16,34,994,198
17,31,811,188
18,35,728,135
19,23,640,138
20,17,512,104
21,28,461,99
22,17,464,99
23,19,399,70
24,18,347,70
25,18,281,69
26,11,254,43
27,12,243,38
28,15,245,46
29,4,202,31
30,11,187,27
31,11,150,29
32,5,145,24
33,7,115,25
34,6,124,25
35,7,102,23
36,7,107,18
37,9,111,13
38,3,81,11
39,5,61,15
40,6,83,11
41,3,54,11
42,6,64,5
43,6,59,8
44,0,64,5
45,6,49,7
46,6,45,4
47,3,40,13
48,2,30,8
49,3,38,5
50,5,39,4
51,0,37,1
52,6,17,0
53,1,30,4
54,4,28,2
55,2,21,5
56,5,19,2
57,4,18,1
58,2,21,2
59,3,17,1
60,4,12,1
