"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,3280,228
2,82,7234,621
3,122,8514,881
4,94,8426,1018
5,100,7422,1128
6,64,6131,1003
7,48,5007,871
8,45,4313,778
9,66,3449,646
10,38,2787,550
11,44,2369,459
12,41,1933,377
13,24,1505,352
14,21,1290,274
15,39,1211,227
16,36,925,186
17,14,765,175
18,22,672,132
19,24,588,135
20,13,479,97
21,14,422,92
22,16,420,92
23,16,363,64
24,11,316,67
25,13,252,64
26,10,229,41
27,7,222,35
28,3,225,43
29,11,186,30
30,12,171,25
31,7,144,26
32,3,136,23
33,6,108,25
34,3,112,24
35,4,97,22
36,6,95,17
37,3,96,10
38,7,79,10
39,5,54,12
40,5,74,11
41,3,49,9
42,4,63,5
43,4,54,8
44,6,60,5
45,4,43,6
46,3,43,4
47,4,40,14
48,4,29,8
49,1,37,3
50,2,38,4
51,0,29,1
52,8,15,0
53,6,26,4
54,1,28,2
55,2,20,3
56,1,18,1
57,2,15,1
58,0,20,2
59,2,14,1
60,3,11,1
