"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4449,302
2,24,10036,768
3,37,11384,1011
4,40,10849,1148
5,31,9410,1253
6,21,7745,1125
7,20,6283,979
8,26,5512,887
9,24,4439,755
10,22,3615,641
11,20,3110,558
12,11,2559,453
13,10,2037,422
14,15,1808,351
15,9,1757,283
16,9,1407,241
17,8,1152,219
18,13,1000,159
19,7,913,172
20,6,761,130
21,6,670,121
22,2,635,118
23,4,567,92
24,6,474,85
25,6,431,89
26,9,401,55
27,0,339,55
28,3,341,61
29,10,304,34
30,4,265,35
31,2,225,33
32,5,237,35
33,5,197,35
34,4,183,38
35,4,166,26
36,1,169,22
37,7,167,15
38,7,122,15
39,7,94,16
40,4,109,15
41,5,82,11
42,3,94,10
43,2,91,12
44,0,95,8
45,5,82,12
46,4,64,5
47,2,51,14
48,5,51,9
49,4,64,7
50,2,56,4
51,0,51,1
52,1,34,0
53,5,43,5
54,1,41,3
55,3,36,5
56,7,33,5
57,0,29,3
58,4,31,6
59,1,27,3
60,3,22,2
