"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,2100,175
2,53,4628,462
3,63,5775,652
4,54,5948,730
5,51,5287,812
6,36,4479,725
7,28,3582,638
8,37,3102,532
9,15,2422,455
10,13,2017,400
11,13,1642,309
12,14,1376,256
13,4,1043,247
14,8,893,180
15,5,801,151
16,4,632,121
17,0,525,126
18,4,465,95
19,0,410,93
20,3,323,74
21,2,258,57
22,6,273,60
23,2,255,42
24,1,209,41
25,0,148,36
26,1,127,32
27,2,144,23
28,0,152,32
29,0,112,21
30,0,114,17
31,0,80,17
32,1,84,14
33,0,78,17
34,0,68,16
35,0,67,13
36,1,58,12
37,0,57,6
38,0,44,6
39,1,35,7
40,0,54,9
41,0,36,6
42,0,39,2
43,0,32,3
44,1,38,4
45,1,33,6
46,0,30,3
47,1,24,9
48,0,18,2
49,2,28,2
50,0,20,3
51,0,21,1
52,0,10,0
53,0,14,3
54,0,21,2
55,1,13,2
56,0,12,1
57,2,10,1
58,0,11,0
59,2,10,1
60,0,6,1
