"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,2158,178
2,46,4839,468
3,49,5978,659
4,29,6144,742
5,27,5490,826
6,30,4633,739
7,29,3700,657
8,20,3210,549
9,16,2499,462
10,19,2075,406
11,15,1695,317
12,6,1426,266
13,5,1074,254
14,10,922,191
15,7,821,158
16,13,653,124
17,9,535,127
18,4,479,95
19,7,420,94
20,4,335,77
21,3,265,58
22,4,281,61
23,3,261,44
24,1,215,42
25,4,155,38
26,1,135,33
27,2,149,24
28,2,156,32
29,2,113,21
30,0,118,17
31,1,84,19
32,1,86,14
33,1,81,17
34,2,69,17
35,0,68,14
36,1,58,12
37,1,58,6
38,0,45,6
39,5,36,7
40,2,53,9
41,1,37,6
42,0,39,2
43,3,33,3
44,1,38,5
45,3,33,6
46,1,32,3
47,1,23,9
48,0,19,2
49,0,29,2
50,0,20,3
51,2,22,1
52,0,10,0
53,0,14,3
54,0,20,2
55,0,14,2
56,0,12,1
57,0,9,1
58,0,12,0
59,1,10,1
60,0,6,1
