"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,2485,204
2,136,5647,532
3,198,6938,758
4,219,7097,877
5,178,6258,974
6,175,5290,860
7,107,4235,757
8,78,3656,663
9,99,2877,554
10,84,2392,460
11,70,1954,384
12,57,1625,321
13,69,1233,298
14,36,1077,229
15,28,970,190
16,41,741,147
17,43,599,148
18,24,554,109
19,32,476,111
20,22,384,83
21,19,319,73
22,11,327,75
23,21,299,55
24,15,246,55
25,19,191,47
26,7,161,36
27,17,179,27
28,5,175,37
29,4,136,24
30,8,132,19
31,8,101,22
32,6,98,16
33,7,92,22
34,11,85,19
35,5,76,16
36,5,65,16
37,3,67,7
38,2,54,7
39,2,39,9
40,3,62,10
41,4,42,7
42,2,44,4
43,4,38,4
44,5,44,6
45,3,35,6
46,2,34,3
47,3,30,10
48,3,21,2
49,2,30,2
50,1,28,3
51,7,25,1
52,2,11,0
53,0,16,3
54,2,23,2
55,1,16,2
56,2,13,1
57,2,12,1
58,1,14,1
59,3,12,1
60,1,8,1
