"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4480,303
2,24,10084,770
3,22,11463,1016
4,30,10916,1149
5,33,9463,1263
6,33,7799,1126
7,34,6310,982
8,20,5564,887
9,16,4460,758
10,21,3646,644
11,22,3130,562
12,23,2585,453
13,21,2051,422
14,18,1831,352
15,13,1766,284
16,13,1423,243
17,10,1161,219
18,10,1009,159
19,4,922,174
20,9,768,130
21,12,670,121
22,10,640,119
23,4,573,93
24,6,479,86
25,2,432,89
26,0,402,57
27,3,344,55
28,4,343,61
29,7,303,34
30,3,266,36
31,2,230,33
32,1,242,36
33,1,206,35
34,1,182,39
35,1,164,26
36,2,174,22
37,2,169,15
38,0,122,15
39,3,94,16
40,2,109,16
41,2,81,11
42,2,92,10
43,3,89,11
44,2,95,8
45,3,83,12
46,4,65,5
47,1,54,14
48,5,51,9
49,5,67,7
50,5,58,4
51,2,54,1
52,4,36,0
53,1,45,5
54,2,44,3
55,0,36,5
56,5,33,5
57,3,30,3
58,2,31,6
59,5,27,3
60,1,22,2
