"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4623,316
2,6,10432,797
3,17,11810,1042
4,26,11271,1172
5,11,9783,1287
6,13,8063,1143
7,13,6547,1006
8,20,5783,911
9,12,4627,774
10,12,3760,664
11,17,3251,575
12,8,2683,466
13,9,2172,428
14,8,1924,360
15,19,1848,292
16,9,1507,247
17,11,1220,224
18,12,1061,165
19,15,990,177
20,6,830,138
21,5,715,129
22,7,678,120
23,12,602,96
24,6,497,88
25,5,465,91
26,7,428,60
27,3,366,57
28,6,361,65
29,6,327,36
30,8,279,36
31,9,234,35
32,7,252,36
33,2,217,37
34,7,193,40
35,7,180,26
36,10,182,24
37,5,180,15
38,4,131,16
39,4,100,17
40,4,119,17
41,4,88,11
42,6,104,11
43,3,95,13
44,5,101,8
45,1,87,12
46,6,67,6
47,4,56,14
48,1,54,9
49,3,68,7
50,3,58,4
51,2,60,1
52,2,39,0
53,1,49,5
54,1,46,4
55,1,40,5
56,3,34,5
57,0,31,3
58,1,33,6
59,3,31,3
60,1,23,3
