"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,18,2283,187
2,136,5097,478
3,96,6286,682
4,91,6481,767
5,91,5733,849
6,73,4863,769
7,68,3854,673
8,51,3368,577
9,52,2623,485
10,29,2171,418
11,28,1781,336
12,20,1490,284
13,26,1117,266
14,18,956,205
15,15,870,168
16,21,674,128
17,11,551,131
18,5,510,99
19,12,438,97
20,5,354,78
21,7,282,61
22,13,292,63
23,8,272,44
24,4,222,46
25,4,169,41
26,5,144,33
27,4,158,24
28,1,161,32
29,2,118,21
30,3,122,18
31,1,89,19
32,2,90,14
33,2,88,18
34,1,72,18
35,2,71,14
36,6,60,13
37,5,62,6
38,0,48,6
39,1,37,8
40,0,55,10
41,2,39,6
42,0,41,2
43,3,35,3
44,0,39,5
45,0,35,6
46,2,34,3
47,0,25,9
48,1,21,2
49,2,29,2
50,0,22,3
51,0,22,1
52,1,11,0
53,0,15,3
54,3,22,2
55,0,14,2
56,0,13,1
57,0,10,1
58,0,12,1
59,0,12,1
60,0,6,1
