"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,14,2301,188
2,113,5162,482
3,89,6381,687
4,145,6536,785
5,108,5805,861
6,80,4910,775
7,93,3906,691
8,86,3401,587
9,59,2645,488
10,33,2194,425
11,44,1804,342
12,29,1506,289
13,31,1125,270
14,30,969,208
15,23,874,169
16,16,683,128
17,10,554,134
18,16,510,101
19,22,442,98
20,13,355,78
21,7,282,61
22,13,299,66
23,7,273,45
24,6,226,48
25,12,170,41
26,6,146,33
27,8,161,26
28,7,163,33
29,7,118,21
30,1,123,18
31,4,91,19
32,1,91,14
33,5,89,19
34,1,73,18
35,2,72,14
36,2,62,13
37,1,64,6
38,1,47,6
39,1,37,8
40,0,56,10
41,1,39,6
42,3,42,2
43,4,34,3
44,0,41,5
45,1,35,6
46,0,33,3
47,2,25,9
48,0,20,2
49,2,30,2
50,0,22,3
51,0,22,1
52,2,10,0
53,0,15,3
54,1,23,2
55,2,14,2
56,0,12,1
57,1,10,1
58,1,13,1
59,0,12,1
60,3,6,1
