"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,3771,260
2,64,8429,681
3,51,9653,936
4,50,9382,1066
5,39,8224,1177
6,43,6810,1064
7,44,5489,908
8,45,4759,822
9,43,3814,694
10,36,3101,579
11,23,2630,507
12,26,2150,406
13,30,1668,379
14,34,1473,309
15,40,1398,255
16,30,1088,206
17,35,890,194
18,15,795,141
19,13,703,144
20,19,565,113
21,15,511,103
22,19,504,102
23,18,444,74
24,33,373,75
25,11,312,71
26,16,281,44
27,17,260,43
28,14,258,47
29,28,231,32
30,13,198,28
31,25,165,30
32,11,159,26
33,10,131,26
34,11,130,26
35,17,121,23
36,15,123,18
37,9,117,14
38,12,86,13
39,7,68,15
40,6,86,11
41,13,61,10
42,11,67,6
43,7,61,10
44,7,66,7
45,4,58,9
46,6,49,4
47,3,44,14
48,3,32,8
49,6,41,5
50,6,40,4
51,4,41,1
52,4,22,0
53,4,28,4
54,5,33,3
55,4,24,4
56,4,21,2
57,2,20,2
58,5,20,2
59,1,21,1
60,3,13,1
