"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,19,3514,239
2,166,7795,650
3,191,9003,899
4,164,8784,1030
5,117,7705,1146
6,85,6397,1020
7,106,5183,891
8,87,4472,796
9,62,3568,665
10,63,2894,558
11,76,2458,475
12,51,1992,388
13,27,1554,363
14,45,1355,284
15,41,1269,234
16,35,978,198
17,29,792,185
18,33,714,135
19,17,622,137
20,16,502,102
21,19,444,98
22,10,449,97
23,17,395,67
24,16,339,69
25,13,268,67
26,11,247,42
27,8,238,36
28,12,239,44
29,9,197,31
30,9,184,27
31,3,148,29
32,7,145,23
33,7,116,25
34,5,122,25
35,10,100,23
36,9,107,18
37,2,104,11
38,8,81,11
39,6,58,14
40,4,80,11
41,3,50,10
42,4,61,5
43,6,58,8
44,1,64,5
45,7,47,6
46,3,46,4
47,4,40,13
48,3,30,8
49,7,36,5
50,6,37,4
51,2,32,1
52,4,16,0
53,4,26,4
54,1,28,2
55,2,20,5
56,1,20,2
57,0,17,1
58,3,19,2
59,1,16,1
60,3,13,1
