"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,2183,180
2,30,4894,470
3,41,6053,664
4,29,6222,746
5,28,5546,833
6,19,4693,743
7,23,3740,662
8,24,3254,555
9,16,2527,466
10,15,2094,408
11,8,1718,322
12,6,1438,268
13,9,1088,257
14,14,928,194
15,7,831,162
16,9,655,125
17,3,541,128
18,0,486,96
19,3,427,95
20,5,341,77
21,4,267,58
22,5,284,61
23,6,262,44
24,5,217,42
25,6,158,41
26,3,138,33
27,0,152,24
28,2,159,32
29,2,114,21
30,3,119,17
31,5,85,19
32,2,88,14
33,1,84,17
34,1,71,17
35,1,70,14
36,2,57,12
37,0,58,6
38,1,47,6
39,2,38,7
40,1,53,9
41,1,37,6
42,1,40,2
43,1,33,3
44,0,38,5
45,0,34,6
46,0,32,3
47,0,23,9
48,1,21,2
49,0,29,2
50,1,22,3
51,1,22,1
52,0,10,0
53,3,14,3
54,2,21,2
55,2,13,2
56,0,12,1
57,1,9,1
58,1,11,0
59,3,10,1
60,0,6,1
