"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,18,2556,210
2,122,5745,550
3,143,7139,787
4,202,7271,917
5,177,6448,1015
6,150,5411,894
7,143,4325,781
8,131,3759,697
9,74,2968,577
10,59,2455,481
11,67,2031,399
12,65,1672,332
13,60,1284,311
14,53,1121,238
15,57,1017,195
16,33,765,154
17,25,625,152
18,26,576,113
19,28,491,117
20,19,397,87
21,29,346,76
22,28,341,76
23,14,304,59
24,9,256,56
25,17,195,51
26,16,170,37
27,8,182,30
28,11,181,37
29,13,139,27
30,11,138,20
31,5,105,24
32,11,104,17
33,7,91,22
34,12,87,21
35,4,77,16
36,13,70,17
37,4,72,7
38,2,55,7
39,7,40,10
40,4,64,10
41,3,41,7
42,6,44,4
43,5,38,4
44,2,49,6
45,2,37,6
46,4,35,3
47,1,30,10
48,1,22,2
49,3,32,2
50,2,28,3
51,2,27,1
52,4,12,0
53,4,18,3
54,2,24,2
55,1,15,2
56,2,15,1
57,1,12,1
58,2,14,1
59,0,15,1
60,4,9,1
